Time,Pressure_1,Pressure_2,Pressure_3,Pressure_4,Pressure_5,Pressure_6,Pressure_7,Pressure_8,Pressure_9,Pressure_10,Pressure_11,Demand_1,Demand_2,Demand_3,Demand_4,Demand_5,Demand_6,Demand_7,Demand_8,Demand_9,Demand_10,Demand_11,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,NodeQuality_1,NodeQuality_2,NodeQuality_3,NodeQuality_4,NodeQuality_5,NodeQuality_6,NodeQuality_7,NodeQuality_8,NodeQuality_9,NodeQuality_10,NodeQuality_11,Flow_1,Flow_2,Flow_3,Flow_4,Flow_5,Flow_6,Flow_7,Flow_8,Flow_9,Flow_10,Flow_11,Flow_12,Flow_13,Velocity_1,Velocity_2,Velocity_3,Velocity_4,Velocity_5,Velocity_6,Velocity_7,Velocity_8,Velocity_9,Velocity_10,Velocity_11,Velocity_12,Velocity_13,HeadLoss_1,HeadLoss_2,HeadLoss_3,HeadLoss_4,HeadLoss_5,HeadLoss_6,HeadLoss_7,HeadLoss_8,HeadLoss_9,HeadLoss_10,HeadLoss_11,HeadLoss_12,HeadLoss_13,Status_1,Status_2,Status_3,Status_4,Status_5,Status_6,Status_7,Status_8,Status_9,Status_10,Status_11,Status_12,Status_13,Setting_1,Setting_2,Setting_3,Setting_4,Setting_5,Setting_6,Setting_7,Setting_8,Setting_9,Setting_10,Setting_11,Setting_12,Setting_13,ReactionRate_1,ReactionRate_2,ReactionRate_3,ReactionRate_4,ReactionRate_5,ReactionRate_6,ReactionRate_7,ReactionRate_8,ReactionRate_9,ReactionRate_10,ReactionRate_11,ReactionRate_12,ReactionRate_13,FrictionFactor_1,FrictionFactor_2,FrictionFactor_3,FrictionFactor_4,FrictionFactor_5,FrictionFactor_6,FrictionFactor_7,FrictionFactor_8,FrictionFactor_9,FrictionFactor_10,FrictionFactor_11,FrictionFactor_12,FrictionFactor_13,LinkQuality_1,LinkQuality_2,LinkQuality_3,LinkQuality_4,LinkQuality_5,LinkQuality_6,LinkQuality_7,LinkQuality_8,LinkQuality_9,LinkQuality_10,LinkQuality_11,LinkQuality_12,LinkQuality_13
43200,133.886810302734,126.478164672852,125.060974121094,126.672332763672,125.406921386719,126.715682983398,128.708160400391,123.654968261719,118.651763916016,0,60.0432052612305,0,150,150,100,150,200,150,100,100,-1757.03552246094,657.035583496094,1018.99334716797,1001.89514160156,988.624450683594,987.34326171875,989.4228515625,987.443298339844,987.041687011719,985.379577636719,983.832824707031,800,988.571899414062,1,0.855039596557617,0.779708325862885,0.554798066616058,0.740424513816833,0.567908108234406,0.362364798784256,0.541125357151031,0.328972488641739,1,0.753274142742157,1757.03552246094,1148.59655761719,134.160171508789,169.68635559082,115.839820861816,38.7526397705078,-657.035583496094,458.43896484375,207.400833129883,34.1601791381836,138.752639770508,61.2473602294922,1757.03552246094,2.21526312828064,2.39387345314026,0.54804140329361,0.693165063858032,0.328613311052322,0.43973246216774,0.828387677669525,1.87271332740784,0.588352739810944,0.218036860227585,0.885627448558807,0.694983720779419,0,1.62376117706299,2.51338839530945,0.242649421095848,0.374915391206741,0.0760627537965775,0.292945623397827,0.26275634765625,2.36217617988586,0.223703101277351,0.0571164228022099,0.765771567821503,0.683801829814911,-218.993347167969,3,3,3,3,3,3,3,3,3,3,3,3,3,100,100,100,100,100,100,100,100,100,100,100,100,1,2.63896894454956,2.90024375915527,2.68140316009521,2.33739447593689,1.33043575286865,2.29849934577942,1.80384576320648,3.75958871841431,2.46430611610413,1.74491834640503,3.38528490066528,3.11374354362488,0,0.0319629572331905,0.0329524837434292,0.043356616050005,0.0418757684528828,0.0453613437712193,0.048782505095005,0.0369880422949791,0.0361470282077789,0.0416179411113262,0.0515815056860447,0.0419169813394547,0.0455863811075687,0,0.930697739124298,0.822399973869324,0.664906203746796,0.610730350017548,0.462288111448288,0.391040503978729,0.777316987514496,0.803012311458588,0.694377601146698,0.420234620571136,0.640671014785767,0.460637181997299,1
46800,119.727157592773,119.727157592773,124.725212097168,125.848899841309,122.805564880371,125.139808654785,127.252548217773,121.282112121582,116.565605163574,0,59.7893180847168,0,150,150,100,150,200,150,100,100,0,-1100.00085449219,986.314697265625,986.314697265625,987.849548339844,985.44287109375,983.419250488281,983.806396484375,983.682312011719,979.9033203125,979.018249511719,800,987.985961914062,0.982599377632141,0.797695577144623,0.735323190689087,0.549189031124115,0.701105535030365,0.606108725070953,0.330649942159653,0.524385273456573,0.323401629924774,1,0.738004088401794,-0.000835056183859706,-358.364868164062,188.567504882812,-70.3036956787109,61.432487487793,28.6677284240723,1100.00085449219,208.364028930664,403.068450927734,88.567512512207,128.667739868164,71.3322677612305,0,1.05283538687218e-06,0.746894299983978,0.770294189453125,0.287189066410065,0.174271106719971,0.325297355651855,1.38687646389008,0.851162552833557,1.14342081546783,0.565306842327118,0.821257650852203,0.809418857097626,0,0,0.290691494941711,0.455810070037842,0.0733231082558632,0.0235008466988802,0.167627051472664,0.68206787109375,0.548380076885223,0.76574844121933,0.333439230918884,0.665895879268646,0.906846046447754,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.464665830135345,2.30568933486938,2.66703343391418,1.82189202308655,1.01380372047424,1.97373676300049,1.98217034339905,3.19936847686768,2.54382014274597,1.9352000951767,3.15655517578125,3.0000958442688,0,0,0.0391511917114258,0.0412262268364429,0.0477098375558853,0.0498329848051071,0.051007866859436,0.0342552736401558,0.0406218357384205,0.0377188213169575,0.0447961911559105,0.0423877462744713,0.0445698387920856,0,0.921193420886993,0.75850236415863,0.651707470417023,0.572781145572662,0.44844862818718,0.373702734708786,0.735323190689087,0.764488697052002,0.684270739555359,0.412980377674103,0.620245575904846,0.452762454748154,0.991299688816071
50400,118.063621520996,118.063621520996,122.836555480957,124.313255310059,121.56672668457,123.844192504883,125.975128173828,120.558982849121,115.972305297852,0,57.880672454834,0,120.000007629395,120.000007629395,80,120.000007629395,160,120.000007629395,80,80,0,-880.000793457031,982.475463867188,982.475463867188,983.490783691406,981.898803710938,980.560180664062,980.816284179688,980.734191894531,978.234436035156,977.648986816406,800,983.5810546875,0.962162733078003,0.669365584850311,0.720134139060974,0.553559184074402,0.62934136390686,0.610003232955933,0.322381258010864,0.506817281246185,0.301869988441467,1,0.722774982452393,-0.000816367391962558,-286.692016601562,150.854019165039,-56.2429733276367,49.1459846496582,22.9341812133789,880.000793457031,166.691207885742,322.454772949219,70.8540115356445,102.934181213379,57.0658187866211,0,1.02927253919916e-06,0.597515642642975,0.616235375404358,0.229751333594322,0.139416858553886,0.260237872600555,1.10950136184692,0.680929958820343,0.91473662853241,0.452245473861694,0.657006084918976,0.647535085678101,0,0,0.192295417189598,0.301511347293854,0.0485044531524181,0.0155477812513709,0.11088053137064,0.45135498046875,0.362743020057678,0.506533980369568,0.220570415258408,0.440481930971146,0.599866926670074,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.455410927534103,2.03441500663757,2.6043918132782,1.60542261600494,0.991666078567505,1.86849963665009,1.9429235458374,2.81936693191528,2.47595429420471,1.99370157718658,2.94441747665405,3.16178035736084,0,0,0.0404670275747776,0.0426101721823215,0.0493137948215008,0.0515136048197746,0.0527191571891308,0.0354191400110722,0.0419852808117867,0.0389852747321129,0.0463011413812637,0.0438109003007412,0.0460662059485912,0,0.902033984661102,0.668926179409027,0.635177433490753,0.503149807453156,0.438381791114807,0.353100925683975,0.720134139060974,0.667658150196075,0.664780557155609,0.425924330949783,0.575287342071533,0.478517472743988,0.981081366539001
54000,116.53670501709,116.53670501709,121.309638977051,122.786308288574,120.039810180664,122.317253112793,124.448211669922,119.032066345215,114.445365905762,0,56.3537292480469,0,120.000007629395,120.000007629395,80,120.000007629395,160,120.000007629395,80,80,0,-880.000793457031,978.951538085938,978.951538085938,979.966857910156,978.374816894531,977.036254882812,977.292297363281,977.210266113281,974.710510253906,974.125,800,980.057067871094,0.942151129245758,0.562890768051147,0.704749345779419,0.520670592784882,0.539385318756104,0.579339504241943,0.316367238759995,0.459515303373337,0.311672329902649,1,0.707860112190247,-0.000802237598691136,-286.692016601562,150.854019165039,-56.2429733276367,49.1459884643555,22.9341812133789,880.000793457031,166.691207885742,322.454772949219,70.8540115356445,102.934181213379,57.0658187866211,0,1.01145781172818e-06,0.597515642642975,0.616235375404358,0.229751333594322,0.139416873455048,0.260237872600555,1.10950136184692,0.680929958820343,0.91473662853241,0.452245473861694,0.657006084918976,0.647535085678101,0,0,0.192295417189598,0.30152291059494,0.048492893576622,0.0155362216755748,0.110892094671726,0.4510498046875,0.362743020057678,0.506545543670654,0.220558866858482,0.440481930971146,0.599866926670074,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.445939064025879,1.82512140274048,2.37192487716675,1.35108685493469,0.882021248340607,1.61925303936005,1.84399116039276,2.28857278823853,2.30509781837463,1.86398220062256,2.489497423172,2.95694947242737,0,0,0.0404670275747776,0.0426118038594723,0.0493020415306091,0.0514752976596355,0.052724651992321,0.0353951901197433,0.0419852808117867,0.0389861613512039,0.0462987124919891,0.0438109003007412,0.0460662059485912,0,0.883273005485535,0.631747305393219,0.605973303318024,0.45862090587616,0.425571799278259,0.329413235187531,0.704749345779419,0.565749287605286,0.641450166702271,0.419336348772049,0.507157206535339,0.464612990617752,0.971075594425201
57600,115.207633972168,115.207633972168,119.798858642578,121.560455322266,119.053512573242,121.285125732422,123.430755615234,118.461982727051,113.980087280273,0,54.8268089294434,0,90,90,60.0000038146973,90,120.000007629395,90,60.0000038146973,60.0000038146973,0,-660.000793457031,975.884216308594,975.884216308594,976.480163574219,975.545715332031,974.760009765625,974.910278320312,974.862121582031,973.394836425781,973.051208496094,800,976.533142089844,0.922555804252625,0.548022449016571,0.690206468105316,0.496011257171631,0.454208254814148,0.562428295612335,0.311396688222885,0.409282326698303,0.308620363473892,1,0.693253040313721,-0.000790920050349087,-215.019165039062,113.140510559082,-42.182258605957,36.8594856262207,17.2006359100342,660.000793457031,125.01838684082,241.841110229492,53.1405181884766,77.2006301879883,42.7993659973145,0,9.97188635665225e-07,0.448137074708939,0.462176561355591,0.172313615679741,0.104562632739544,0.195178404450417,0.832126259803772,0.510697424411774,0.686052560806274,0.339184165000916,0.492754548788071,0.485651344060898,0,0,0.112868800759315,0.176978826522827,0.0284599531441927,0.00912059471011162,0.0650810450315475,0.264892578125,0.212917909026146,0.297326743602753,0.129468515515327,0.258555561304092,0.352096557617188,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.436664193868637,1.77633762359619,2.3031587600708,1.25919365882874,0.855608522891998,1.49610865116119,1.80593931674957,1.98855149745941,2.25035786628723,1.79523468017578,2.15287494659424,2.81422972679138,0,0,0.0422263070940971,0.0444639883935452,0.0514396391808987,0.0537222549319267,0.0550104454159737,0.0369544513523579,0.0438114665448666,0.0406820960342884,0.0483154356479645,0.0457178130745888,0.0480691827833652,0,0.864902257919312,0.615001082420349,0.588946223258972,0.428343236446381,0.412863463163376,0.304172366857529,0.690206468105316,0.494366049766541,0.626495361328125,0.403406918048859,0.437679558992386,0.441847920417786,0.961277902126312
61200,114.06241607666,114.06241607666,118.653663635254,120.415267944336,117.908294677734,120.139938354492,122.285568237305,117.316795349121,112.834899902344,0,53.6815948486328,0,90,90,60.0000038146973,90,120.000007629395,90,60.0000038146973,60.0000038146973,0,-660.000793457031,973.2412109375,973.2412109375,973.837219238281,972.902770996094,972.117004394531,972.267333984375,972.219177246094,970.751892089844,970.408264160156,800,973.89013671875,0.903367936611176,0.517887473106384,0.675198316574097,0.470765352249146,0.388685643672943,0.534555971622467,0.29593750834465,0.363081008195877,0.27263605594635,1,0.678947389125824,-0.00077802618034184,-215.019149780273,113.140510559082,-42.1822547912598,36.8594856262207,17.2006359100342,660.000793457031,125.01838684082,241.841110229492,53.1405181884766,77.2006301879883,42.7993659973145,0,9.8093209999206e-07,0.448137044906616,0.462176561355591,0.17231360077858,0.104562632739544,0.195178404450417,0.832126259803772,0.510697424411774,0.686052560806274,0.339184165000916,0.492754548788071,0.485651344060898,0,0,0.112880356609821,0.176978826522827,0.0284715127199888,0.00912059471011162,0.0650810450315475,0.26458740234375,0.212917909026146,0.297326743602753,0.129468515515327,0.258543998003006,0.352096557617188,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.427582234144211,1.59977221488953,2.06119799613953,1.06902551651001,0.733956873416901,1.21996295452118,1.68590819835663,1.69844281673431,2.04964971542358,1.55067694187164,1.71148324012756,2.44464421272278,0,0,0.042230635881424,0.0444639883935452,0.0514605417847633,0.0537222549319267,0.0550104454159737,0.036911878734827,0.0438114665448666,0.0406820960342884,0.0483154356479645,0.0457157678902149,0.0480691827833652,0,0.846913635730743,0.593264997005463,0.564564287662506,0.405800729990005,0.399144381284714,0.276308923959732,0.675198316574097,0.452151656150818,0.602167904376984,0.378087788820267,0.372111976146698,0.410789757966995,0.95168399810791
64800,113.065727233887,113.065727233887,117.520568847656,119.495986938477,117.168823242188,119.366058349609,121.522720336914,116.889686584473,112.486389160156,0,52.5364074707031,0,60.0000038146973,60.0000038146973,40,60.0000038146973,80,60.0000038146973,40,40,0,-440.000762939453,970.940979003906,970.940979003906,971.22216796875,970.781188964844,970.410400390625,970.481323242188,970.458618164062,969.766174316406,969.603942871094,800,971.247192382812,0.884579241275787,0.498695403337479,0.661265194416046,0.448889404535294,0.343705803155899,0.516486644744873,0.281203269958496,0.30010586977005,0.255485534667969,1,0.6649369597435,-0.000769731937907636,-143.346328735352,75.4270172119141,-28.1215381622314,24.5729827880859,11.4670886993408,440.000762939453,83.3455581665039,161.227432250977,35.4270210266113,51.4670906066895,28.5329132080078,0,9.70474729911075e-07,0.298758506774902,0.308117717504501,0.114875875413418,0.0697083994746208,0.130118921399117,0.55475115776062,0.340464800596237,0.457368433475494,0.226122826337814,0.328503042459488,0.323767572641373,0,0,0.0532554872334003,0.0835187509655952,0.013432358391583,0.00430020410567522,0.0307256523519754,0.1251220703125,0.100488372147083,0.140311494469643,0.0610929541289806,0.122012510895729,0.16617052257061,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.418689161539078,1.55197763442993,1.99240493774414,1.02306354045868,0.709762692451477,1.0970184803009,1.65111827850342,1.60920226573944,1.9912987947464,1.45572280883789,1.45618295669556,2.30396771430969,0,0,0.0448285564780235,0.0472121201455593,0.0546257644891739,0.0569905638694763,0.0584351792931557,0.0392747037112713,0.046523705124855,0.0431961491703987,0.0512973815202713,0.0485420860350132,0.0510436110198498,0,0.829299092292786,0.575794279575348,0.546109557151794,0.388731569051743,0.386020213365555,0.248120427131653,0.661265194416046,0.42928072810173,0.585342228412628,0.354990571737289,0.317215174436569,0.387518793344498,0.942289590835571
68400,112.302238464355,112.302238464355,116.757110595703,118.732528686523,116.405364990234,118.602600097656,120.759231567383,116.126197814941,111.722930908203,0,51.77294921875,0,60.0000038146973,60.0000038146973,40,60.0000038146973,80,60.0000038146973,40,40,0,-440.000762939453,969.178955078125,969.178955078125,969.460205078125,969.019226074219,968.6484375,968.719360351562,968.696594238281,968.004150390625,967.841979980469,800,969.485229492188,0.866181254386902,0.474221557378769,0.646359384059906,0.421030431985855,0.314140319824219,0.486953616142273,0.26268994808197,0.263840883970261,0.225744485855103,1,0.651215612888336,-0.000759830523747951,-143.346313476562,75.4270172119141,-28.1215343475342,24.5729827880859,11.4670886993408,440.000762939453,83.3455581665039,161.227432250977,35.4270210266113,51.4670906066895,28.5329132080078,0,9.57991119321377e-07,0.29875847697258,0.308117717504501,0.114875860512257,0.0697083994746208,0.130118921399117,0.554751098155975,0.340464800596237,0.457368433475494,0.226122826337814,0.328503042459488,0.323767572641373,0,0,0.0532670468091965,0.0835187509655952,0.013432358391583,0.00431176368147135,0.0307140927761793,0.1251220703125,0.100476816296577,0.140311494469643,0.0611045137047768,0.122024074196815,0.16617052257061,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.409981071949005,1.32853209972382,1.68787622451782,0.826783657073975,0.573918759822845,0.825079202651978,1.48774170875549,1.35079729557037,1.73464667797089,1.17606103420258,1.13533651828766,1.88586044311523,0,0,0.0448382943868637,0.0472121201455593,0.0546257756650448,0.0571437627077103,0.0584131963551044,0.0392747074365616,0.0465183518826962,0.0431961491703987,0.0513070896267891,0.0485466867685318,0.0510436110198498,0,0.812050879001617,0.552838385105133,0.520016372203827,0.372153580188751,0.372223526239395,0.222302705049515,0.646359384059906,0.402811497449875,0.55987137556076,0.329130798578262,0.278095960617065,0.35622364282608,0.933090627193451
72000,111.390312194824,111.390312194824,115.981536865234,117.743141174316,115.236167907715,117.467803955078,119.613441467285,114.644660949707,110.162773132324,0,51.0094909667969,0,90,90,60.0000038146973,90,120.000007629395,90,60.0000038146973,60.0000038146973,0,-660.000732421875,967.074340820312,967.074340820312,967.670288085938,966.73583984375,965.950073242188,966.100402832031,966.05224609375,964.5849609375,964.241333007812,800,967.723266601562,0.848165929317474,0.450444757938385,0.633020639419556,0.394046455621719,0.29550689458847,0.463940173387527,0.245659992098808,0.222709178924561,0.207547932863235,1,0.637777388095856,-0.00074633292388171,-215.019134521484,113.140510559082,-42.1822509765625,36.8594856262207,17.2006359100342,660.000732421875,125.01838684082,241.841110229492,53.1405143737793,77.2006301879883,42.7993659973145,0,9.40973393426248e-07,0.448136985301971,0.462176561355591,0.172313585877419,0.104562632739544,0.195178404450417,0.832126140594482,0.510697424411774,0.686052560806274,0.339184135198593,0.492754548788071,0.485651344060898,0,0,0.112868800759315,0.176978826522827,0.0284715127199888,0.00912059471011162,0.0650810450315475,0.264892578125,0.212929472327232,0.297326743602753,0.129468515515327,0.258543998003006,0.352096557617188,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.40145406126976,1.2829213142395,1.62135088443756,0.794064402580261,0.553199648857117,0.735391318798065,1.45703792572021,1.2744425535202,1.67323875427246,1.09711956977844,1.00912892818451,1.75353252887726,0,0,0.0422263219952583,0.0444639883935452,0.0514605492353439,0.0537222549319267,0.0550104454159737,0.0369544588029385,0.0438138470053673,0.0406820960342884,0.0483154430985451,0.0457157678902149,0.0480691827833652,0,0.795161485671997,0.534136056900024,0.49991500377655,0.357517033815384,0.358768075704575,0.197992876172066,0.633020639419556,0.38003534078598,0.540449559688568,0.307107895612717,0.247706204652786,0.331502854824066,0.92408299446106
75600,110.245094299316,110.245094299316,114.836318969727,116.597923278809,114.090980529785,116.322616577148,118.468254089355,113.499473571777,109.017555236816,0,49.8642768859863,0,90,90,60.0000038146973,90,120.000007629395,90,60.0000038146973,60.0000038146973,0,-660.000732421875,964.431335449219,964.431335449219,965.027282714844,964.092834472656,963.30712890625,963.457458496094,963.409301757812,961.942016601562,961.598327636719,800,965.080261230469,0.83052533864975,0.441140651702881,0.621167361736298,0.3857761323452,0.291556239128113,0.458332538604736,0.230085641145706,0.189880654215813,0.198495149612427,1,0.624616503715515,-0.000737866736017168,-215.019134521484,113.140510559082,-42.1822509765625,36.8594856262207,17.2006359100342,660.000732421875,125.01838684082,241.841110229492,53.1405143737793,77.2006301879883,42.7993659973145,0,9.30299279389146e-07,0.448136985301971,0.462176561355591,0.172313585877419,0.104562632739544,0.195178404450417,0.832126140594482,0.510697424411774,0.686052560806274,0.339184135198593,0.492754548788071,0.485651344060898,0,0,0.112868800759315,0.176978826522827,0.0284715127199888,0.00912059471011162,0.065092608332634,0.264892578125,0.212917909026146,0.297315180301666,0.129456952214241,0.258543998003006,0.352108120918274,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.393104434013367,1.42447102069855,1.81464195251465,0.904213726520538,0.636882543563843,0.76529860496521,1.55099749565125,1.38433575630188,1.84283399581909,1.20269465446472,1.05893266201019,1.9342497587204,0,0,0.0422263219952583,0.0444639883935452,0.0514605492353439,0.0537222549319267,0.0550202168524265,0.0369544588029385,0.0438114665448666,0.0406805127859116,0.0483111292123795,0.0457157678902149,0.0480707623064518,0,0.778623282909393,0.529273092746735,0.49848747253418,0.343514949083328,0.346385210752487,0.172716841101646,0.621167361736298,0.369945555925369,0.54282557964325,0.293840736150742,0.2326370626688,0.326524376869202,0.915262699127197
79200,108.902061462402,108.902061462402,113.67497253418,115.151672363281,112.405143737793,114.6826171875,116.813545227051,111.397399902344,106.810722351074,0,48.7190895080566,0,120.000007629395,120.000007629395,80,120.000007629395,160,120.000007629395,80,80,0,-880.000671386719,961.331787109375,961.331787109375,962.347045898438,960.755065917969,959.416442871094,959.672546386719,959.590454101562,957.090698242188,956.505249023438,800,962.437316894531,0.813251614570618,0.432568520307541,0.608349323272705,0.381845682859421,0.286954194307327,0.467726916074753,0.220130577683449,0.174541398882866,0.18995401263237,1,0.611727237701416,-0.000720554555300623,-286.691925048828,150.854019165039,-56.2429656982422,49.1459884643555,22.9341831207275,880.000671386719,166.691223144531,322.454772949219,70.8540115356445,102.934181213379,57.0658187866211,0,9.0847220235446e-07,0.597515463829041,0.616235375404358,0.229751303792,0.139416873455048,0.260237902402878,1.10950124263763,0.680930018424988,0.91473662853241,0.452245473861694,0.657006084918976,0.647535085678101,0,0,0.192283868789673,0.301511347293854,0.0485044531524181,0.0155477812513709,0.11088053137064,0.45135498046875,0.362754583358765,0.506533980369568,0.220570415258408,0.440481930971146,0.599866926670074,0,3,3,3,3,3,3,3,3,3,3,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,0,0.384928435087204,1.4100250005722,1.8055008649826,0.871068954467773,0.617203056812286,0.664347410202026,1.51899218559265,1.35389995574951,1.8299126625061,1.16088759899139,1.02252268791199,1.92980098724365,0,0,0.0404646173119545,0.0426101721823215,0.0493138059973717,0.051513597369194,0.0527191497385502,0.0354191474616528,0.0419866144657135,0.0389852747321129,0.0463011413812637,0.0438109003007412,0.0460662059485912,0,0.762429118156433,0.523843944072723,0.495774149894714,0.331090539693832,0.335822522640228,0.149926871061325,0.608349323272705,0.361827164888382,0.538198113441467,0.28388437628746,0.225036650896072,0.326295852661133,0.906625807285309
82800,124.920196533203,116.277763366699,113.264785766602,115.188110351562,114.761978149414,115.352241516113,117.349533081055,113.36597442627,108.229530334473,0,48.2175025939941,0,120.000007629395,120.000007629395,80,120.000007629395,160,120.000007629395,80,80,-1909.42456054688,1029.42456054688,998.299560546875,978.353942871094,961.400390625,960.839172363281,964.855712890625,961.217956542969,960.827453613281,961.633911132812,959.779663085938,800,961.279724121094,1,0.698337733745575,0.498978137969971,0.396959602832794,0.325278162956238,0.394361227750778,0.227022722363472,0.182028368115425,0.165681898593903,1,0.598578691482544,1909.42456054688,1310.99438476562,85.9124526977539,235.691314697266,114.087532043457,42.7390022277832,-1029.42456054688,478.430297851562,75.6572189331055,5.91245889663696,122.738998413086,37.2609977722168,1909.42456054688,2.40739440917969,2.73233866691589,0.350950539112091,0.962793946266174,0.323642432689667,0.484966397285461,1.29789423942566,1.95437741279602,0.214623689651489,0.0377379171550274,0.783415853977203,0.422806590795517,0,1.8941707611084,3.21090006828308,0.106291338801384,0.688969016075134,0.0739588886499405,0.351183354854584,0.60333251953125,2.55648303031921,0.0345519110560417,0.00221946020610631,0.610189735889435,0.272404074668884,-198.299560546875,3,3,3,3,3,3,3,3,3,3,3,3,3,100,100,100,100,100,100,100,100,100,100,100,100,1,2.26239967346191,2.0406289100647,1.66144466400146,1.25295889377594,0.93369448184967,0.7877396941185,1.39996874332428,2.22062873840332,1.28391146659851,0.170787155628204,1.1744487285614,1.91463840007782,0,0.0315718501806259,0.0323138497769833,0.0463136471807957,0.0398874133825302,0.0454719513654709,0.0480800345540047,0.0345982052385807,0.0359193868935108,0.048305980861187,0.066908985376358,0.0426847785711288,0.0490664057433605,0,0.8015056848526,0.587553918361664,0.491233468055725,0.289065331220627,0.333191990852356,0.132374748587608,0.498978137969971,0.498172700405121,0.526831388473511,0.285553634166718,0.234897419810295,0.33450248837471,1
86400,125.968437194824,117.469467163086,115.030914306641,116.68717956543,115.74356842041,116.786643981934,118.762153625488,113.930793762207,108.842613220215,0,50.0037040710449,0,150,150,100,150,200,150,100,100,-1892.24328613281,792.243225097656,1000.71875,981.104248046875,965.476379394531,964.298828125,967.12109375,964.528381347656,964.087585449219,962.937438964844,961.194580078125,800,965.402038574219,1,0.868139445781708,0.642822802066803,0.385188698768616,0.593764066696167,0.263910561800003,0.250991106033325,0.190577924251556,0.153379321098328,1,0.58611273765564,1892.24328613281,1254.60803222656,128.186248779297,196.302017211914,121.813751220703,41.3331680297852,-792.243225097656,487.635223388672,184.178558349609,28.1862449645996,141.33317565918,58.6668281555176,1892.24328613281,2.38573241233826,2.61481976509094,0.523638010025024,0.801889479160309,0.345560103654861,0.469014167785645,0.998856902122498,1.99197936058044,0.522476017475128,0.179906561970711,0.90209835767746,0.665702044963837,0,1.86272573471069,2.95982360839844,0.223021075129509,0.491044014692307,0.0834840685129166,0.330086916685104,0.3717041015625,2.64832472801208,0.17954508960247,0.040008082985878,0.792358875274658,0.631401777267456,-200.71875,3,3,3,3,3,3,3,3,3,3,3,3,3,100,100,100,100,100,100,100,100,100,100,100,100,1,2.66934442520142,2.41959023475647,1.59582257270813,1.54934012889862,0.883165955543518,0.746467590332031,1.70713102817535,3.06332325935364,1.21601271629333,0.169927418231964,1.66195547580719,1.65960884094238,0,0.0316141024231911,0.0325246974825859,0.0436502173542976,0.0409821048378944,0.0450236387550831,0.0483181737363338,0.0359887033700943,0.0358182601630688,0.0423569791018963,0.0530696958303452,0.0418029613792896,0.0458775460720062,0,0.935082197189331,0.703551828861237,0.473488420248032,0.379663199186325,0.312637448310852,0.126144453883171,0.639627456665039,0.674585461616516,0.49659076333046,0.283233463764191,0.34239661693573,0.286426484584808,1
